,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Columna1
2512,1.0,1500.0,240.0,0.0,0.0,1740.0,1740.0,0.0
2513,1.0,121.92,19.51,0.0,0.0,141.43,141.43,0.0
2514,1.0,250.0,40.0,0.0,0.0,290.0,290.0,0.0
2515,1.0,195.72,31.32,0.0,0.0,227.04,227.04,0.0
2516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,1.0,2178.0,348.48,0.0,0.0,2526.48,2526.48,0.0
2519,1.0,8361.39,1337.83,0.0,0.0,9699.22,9699.22,0.0
2520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,1.0,637.26,99.23,0.0,0.0,736.49,736.49,0.0
2522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,1.0,2908.99,465.44,0.0,0.0,3374.43,3374.43,0.0
2528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,1.0,884.85,141.58,0.0,0.0,1026.43,1026.43,0.0
2532,1.0,5000.0,800.0,500.0,533.34,4766.66,4766.66,0.0
2533,1.0,151.98,24.32,0.0,0.0,176.29999999999998,176.3,0.0
2534,1.0,920.0,147.2,0.0,0.0,1067.2,1067.2,0.0
2535,1.0,473.28,75.73,0.0,0.0,549.01,549.01,0.0
2536,1.0,2180.27,348.84,0.0,0.0,2529.11,2529.11,0.0
2537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,1.0,250.0,40.0,0.0,0.0,290.0,290.0,0.0
2539,1.0,343.97,55.03,0.0,0.0,399.0,399.0,0.0
2540,1.0,2890.0,462.4,0.0,0.0,3352.4,3352.4,0.0
2541,1.0,380.0,60.8,0.0,0.0,440.8,440.8,0.0
2542,1.0,16170.0,2587.2,0.0,0.0,18757.2,18757.2,0.0
2543,1.0,37.93,6.07,0.0,0.0,44.0,44.0,0.0
2544,1.0,320.0,51.2,0.0,0.0,371.2,371.2,0.0
2545,1.0,80.13,12.82,0.0,0.0,92.94999999999999,92.95,0.0
2546,1.0,1176.43,188.23,0.0,0.0,1364.66,1364.66,0.0
2547,1.0,55.94,8.95,0.0,0.0,64.89,64.89,0.0
2548,1.0,4139.22,662.28,0.0,0.0,4801.5,4801.5,0.0
2549,1.0,184.0,29.44,0.0,0.0,213.44,213.44,0.0
2550,1.0,1207.46,193.19,0.0,0.0,1400.65,1400.65,0.0
2551,1.0,865.34,134.66,0.0,0.0,1000.0,1000.0,0.0
2552,1.0,6770.07,1083.21,0.0,406.2,7447.08,7447.08,0.0
2553,1.0,1449.8,231.97,0.0,0.0,1681.77,1681.77,0.0
2554,1.0,14500.35,2320.06,0.0,870.02,15950.39,15950.39,0.0
2555,1.0,2400.0,384.0,0.0,0.0,2784.0,2784.0,0.0
2556,1.0,142.26,22.76,0.0,0.0,165.01999999999998,165.02,0.0
2557,1.0,4230.0,676.8,0.0,0.0,4906.8,4906.8,0.0
2558,1.0,65.22,10.21,0.0,0.0,75.43,75.43,0.0
2559,1.0,1673.43,267.75,0.0,0.0,1941.18,1941.18,0.0
2560,1.0,592.65,94.82,0.0,0.0,687.47,687.47,0.0
2561,1.0,-2937.0,-469.92,0.0,0.0,-3406.92,-3406.92,0.0
2562,1.0,2937.0,469.92,0.0,0.0,3406.92,3406.92,0.0
2563,1.0,320.0,51.2,0.0,0.0,371.2,371.2,0.0
2564,1.0,20879.8,3340.77,0.0,24.141777845777234,22967.78,22967.78,0.0
2565,1.0,114.89,18.39,0.0,3.15,130.13,130.13,0.0
2566,1.0,698.0,111.68,0.0,0.0,809.6800000000001,809.68,0.0
2567,1.0,262.0,41.92,0.0,0.0,303.92,303.92,0.0
2568,1.0,5934.76,949.56,0.0,0.0,6884.32,6884.32,0.0
2569,1.0,622.0,99.52,0.0,0.0,721.52,721.52,0.0
2570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,1.0,63.67,10.19,0.0,0.0,73.86,73.86,0.0
2573,1.0,6660.0,1065.6,666.0,710.4,6349.200000000001,6349.2,0.0
2574,1.0,144.0,0.0,0.0,0.0,144.0,144.0,0.0
2575,1.0,250.0,40.0,0.0,0.0,290.0,290.0,0.0
2576,1.0,4650.0,744.0,0.0,0.0,5394.0,5394.0,0.0
2577,1.0,510.0,81.6,0.0,0.0,591.6,591.6,0.0
2578,1.0,318.1,50.9,0.0,0.0,369.0,369.0,0.0
2579,1.0,53.75,8.6,0.0,0.0,62.35,62.35,0.0
2580,1.0,2400.0,384.0,0.0,0.0,2784.0,2784.0,0.0
2581,1.0,500.0,80.0,0.0,0.0,580.0,580.0,0.0
2582,1.0,1192.1,190.74,0.0,0.0,1382.84,1382.84,0.0
2583,1.0,7760.0,1241.6,0.0,0.0,9001.6,9001.6,0.0
2584,1.0,19249.72,3079.96,0.0,0.0,22329.68,22329.68,0.0
2585,1.0,600.0,96.0,0.0,0.0,0.0,8132.8,8132.8
2586,1.0,600.0,96.0,0.0,0.0,0.0,69.95,69.95
2587,1.0,600.0,96.0,0.0,0.0,696.0,696.0,0.0
2588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2589,1.0,1166.02,186.56,0.0,0.0,1352.58,1352.58,0.0
2590,1.0,2429.7998379541914,426.2730216814529,0.0,0.0,2723.456093561184,3027.020691537761,0.0
2591,1.0,225.25,36.04,0.0,0.0,261.29,261.29,0.0
2592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,1.0,16170.0,2587.2,0.0,0.0,18757.2,18757.2,0.0
2595,1.0,104.78,16.77,0.0,0.0,121.55,121.55,0.0
2596,1.0,78.31,12.53,0.0,0.0,90.84,90.84,0.0
2597,1.0,280.84,44.93,0.0,0.0,325.77,325.77,0.0
2598,1.0,756.4,121.02,0.0,0.0,877.42,877.42,0.0
2599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,1.0,1843.0,294.88,0.0,0.0,2137.88,2137.88,0.0
2601,1.0,7840.0,1254.4,0.0,0.0,9094.4,9094.4,0.0
2602,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0,0.0
2603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,1.0,3435.58,549.69,0.0,0.0,3985.27,3985.27,0.0
2605,1.0,368.86,59.02,0.0,0.0,427.88,427.88,0.0
2606,1.0,480.49,74.79,0.0,0.0,555.28,555.28,0.0
2607,1.0,2800.0,448.0,0.0,0.0,3248.0,3248.0,0.0
2608,1.0,333.38,53.34,0.0,0.0,386.72,386.72,0.0
2609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610,1.0,1947.0,311.52,0.0,0.0,2258.52,2258.52,0.0
2611,1.0,7840.8,1254.53,0.0,0.0,9095.33,9095.33,0.0
2612,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,0.0
2613,1.0,42.34,6.77,0.0,0.0,49.11,49.11,0.0
2614,1.0,360.0,57.6,0.0,0.0,417.6,417.6,0.0
2615,1.0,555.0,88.8,0.0,0.0,643.8,643.8,0.0
2616,1.0,4500.0,720.0,0.0,0.0,5220.0,5220.0,0.0
2617,1.0,31.53,5.04,0.0,0.0,36.57,36.57,0.0
2618,1.0,160.45,25.67,0.0,0.0,186.12,186.12,0.0
2619,1.0,251.2,40.19,0.0,0.0,291.39,291.39,0.0
2620,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,1.0,8797.48,1407.6,0.0,527.85,9677.23,9677.23,0.0
2626,1.0,89.49,14.32,0.0,0.0,103.81,103.81,0.0
2627,1.0,12340.8,54.53,0.0,0.0,12395.33,12395.33,0.0
2628,1.0,15285.1,2445.62,0.0,917.11,16813.61,16813.61,0.0
2629,1.0,2400.0,384.0,0.0,0.0,2784.0,2784.0,0.0
2630,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631,1.0,12609.0,2017.44,0.0,0.0,14626.44,14626.44,0.0
2632,1.0,2429.7998379541914,4800.0,3.4901957241794643,24.141777845777234,2723.456093561184,28600.0,0.0
2633,1.0,2905.14,464.82,0.0,20.49,3349.4700000000003,3349.47,0.0
2634,1.0,115.06,18.41,0.0,0.0,133.47,133.47,0.0
2635,1.0,21286.37,3405.82,0.0,24.141777845777234,23415.01,23415.01,0.0
2636,1.0,3847.05,615.53,0.0,0.0,4462.58,4462.58,0.0
2637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,1.0,96.72,15.48,0.0,0.0,112.2,112.2,0.0
2639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,1.0,353.47,56.56,0.0,0.0,410.03000000000003,410.03,0.0
2641,1.0,8919.4,1427.1,0.0,0.0,10346.5,10346.5,0.0
2642,1.0,73.97,11.84,0.0,0.0,85.81,85.81,0.0
2643,1.0,10260.77,1641.72,0.0,0.0,11902.49,11902.49,0.0
2644,1.0,4313.41,690.15,0.0,0.0,5003.5599999999995,5003.56,0.0
2645,1.0,10811.97,1729.92,0.0,0.0,12541.89,12541.89,0.0
2646,1.0,3250.0,520.0,0.0,0.0,3770.0,3770.0,0.0
2647,1.0,5323.26,851.72,0.0,0.0,6174.9800000000005,6174.98,0.0
2648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,1.0,2429.7998379541914,4183.38,0.0,0.0,2723.456093561184,30329.51,0.0
2650,1.0,6500.0,1040.0,0.0,0.0,7540.0,7540.0,0.0
2651,1.0,395.93,63.35,0.0,0.0,459.28000000000003,459.28,0.0
2652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,1.0,775.0,124.0,0.0,0.0,899.0,899.0,0.0
2655,1.0,519.0,83.04,0.0,0.0,602.04,602.04,0.0
2656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,1.0,206.9,33.1,0.0,0.0,240.0,240.0,0.0
2658,1.0,990.0,158.4,0.0,0.0,1148.4,1148.4,0.0
2659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,1.0,108.0,0.0,0.0,0.0,108.0,108.0,0.0
2662,1.0,593.22,94.92,0.0,0.0,688.14,688.14,0.0
2663,1.0,206.9,33.1,0.0,0.0,240.0,240.0,0.0
2664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,1.0,181.03,28.97,0.0,0.0,210.0,210.0,0.0
2667,1.0,230.17,36.83,0.0,0.0,267.0,267.0,0.0
2668,1.0,1602.0,0.0,0.0,0.0,1602.0,1602.0,0.0
2669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,1.0,525.0,84.0,0.0,0.0,609.0,609.0,0.0
2671,1.0,1950.0,312.0,0.0,0.0,2262.0,2262.0,0.0
2672,1.0,204.32,32.68,0.0,0.0,237.0,237.0,0.0
2673,1.0,289.65,46.34,0.0,0.0,335.99,335.99,0.0
2674,1.0,978.45,156.55,0.0,0.0,1135.0,1135.0,0.0
2675,1.0,8797.0,1407.52,0.0,0.0,10204.52,10204.52,0.0
2676,1.0,372.0,59.52,0.0,0.0,431.52,431.52,0.0
2677,1.0,10063.93,1610.23,0.0,603.84,11070.32,11070.32,0.0
2678,1.0,15285.1,2445.62,0.0,917.11,16813.61,16813.61,0.0
2679,1.0,9836.66,0.0,0.0,0.0,9836.66,9836.66,0.0
2680,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,1.0,550.0,88.0,0.0,0.0,638.0,638.0,0.0
2683,1.0,153.0,24.48,0.0,0.0,177.48,177.48,0.0
2684,1.0,780.0,124.8,0.0,0.0,904.8,904.8,0.0
2685,1.0,1687.27,269.97,0.0,0.0,1957.24,1957.24,0.0
2686,1.0,8840.0,1414.4,0.0,0.0,10254.4,10254.4,0.0
2687,1.0,-1034.48,-165.52,0.0,0.0,-1200.0,-1200.0,0.0
2688,1.0,360.35,57.66,0.0,0.0,418.01,418.01,0.0
2689,1.0,91.83,14.69,0.0,0.0,106.52,106.52,0.0
2690,1.0,815.02,130.4,0.0,0.0,945.42,945.42,0.0
2691,1.0,2427.45,388.39,0.0,0.0,2815.8399999999997,2815.84,0.0
2692,1.0,10500.0,1680.0,0.0,0.0,12180.0,12180.0,0.0
2693,1.0,1530.0,244.8,0.0,0.0,1774.8,1774.8,0.0
2694,1.0,343.96000000000004,55.03,0.0,0.0,398.99,398.99,0.0
2695,1.0,20544.82,3287.17,0.0,24.141777845777234,22599.3,22599.3,0.0
2696,1.0,2368.98,379.04,0.0,0.0,2748.02,2748.02,0.0
2697,1.0,11454.73,1832.76,0.0,0.0,13287.49,13287.49,0.0
2698,1.0,328.0,52.48,0.0,0.0,380.48,380.48,0.0
2699,1.0,6660.0,1065.6,0.0,0.0,0.0,1723.65,1723.65
2700,1.0,6660.0,1065.6,0.0,0.0,0.0,2089.9,2089.9
2701,1.0,6660.0,1065.6,666.0,710.4,6349.200000000001,6349.2,0.0
2702,1.0,7013.66,1122.19,0.0,0.0,8135.85,8135.85,0.0
2703,1.0,307.8,49.25,0.0,0.0,357.05,357.05,0.0
2704,1.0,71.74,11.48,0.0,0.0,83.22,83.22,0.0
2705,1.0,10000.0,1600.0,0.0,0.0,11600.0,11600.0,0.0
2706,1.0,500.0,80.0,0.0,0.0,580.0,580.0,0.0
2707,1.0,3405.18,544.83,0.0,0.0,3950.0099999999998,3950.01,0.0
2708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2709,1.0,102.6,16.42,0.0,0.0,119.02,119.02,0.0
2710,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2711,1.0,3960.0,633.6,0.0,0.0,4593.6,4593.6,0.0
2712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714,1.0,1192.5,190.8,0.0,0.0,1383.3,1383.3,0.0
2715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,1.0,7500.0,1200.0,0.0,0.0,8700.0,8700.0,0.0
2718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2719,1.0,13475.0,2156.0,0.0,0.0,15631.0,15631.0,0.0
2720,1.0,177.68,28.42,0.0,0.0,206.10000000000002,206.1,0.0
2721,1.0,564.0,90.24,0.0,0.0,654.24,654.24,0.0
2722,1.0,9600.0,1536.0,0.0,0.0,11136.0,11136.0,0.0
2723,1.0,1436.8600000000001,229.89,0.0,0.0,1666.75,1666.75,0.0
2724,1.0,7760.0,1241.6,0.0,0.0,9001.6,9001.6,0.0
2725,1.0,4341.8,694.69,0.0,0.0,5036.49,5036.49,0.0
2726,1.0,602.25,96.36,0.0,0.0,698.61,698.61,0.0
2727,1.0,1955.0,312.8,0.0,0.0,2267.8,2267.8,0.0
2728,1.0,2547.1,407.54,0.0,0.0,2954.64,2954.64,0.0
2729,1.0,56.47,9.04,0.0,0.0,65.50999999999999,65.51,0.0
2730,1.0,2472.09,0.0,0.0,0.0,2472.09,2472.09,0.0
2731,1.0,79.32,12.69,0.0,0.0,92.00999999999999,92.01,0.0
2732,1.0,2429.7998379541914,426.2730216814529,0.0,0.0,2723.456093561184,3027.020691537761,0.0
2733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2734,1.0,1176.73,188.28,0.0,0.0,1365.01,1365.01,0.0
2735,1.0,327.59000000000003,52.41,0.0,0.0,380.0,380.0,0.0
2736,1.0,3200.0,512.0,0.0,0.0,3712.0,3712.0,0.0
2737,1.0,180.0,28.8,0.0,0.0,208.8,208.8,0.0
2738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,1.0,49.2,7.87,0.0,0.0,57.07,57.07,0.0
2740,1.0,1025.86,164.14,0.0,0.0,1190.0,1190.0,0.0
2741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2743,1.0,1227.1,196.34,0.0,0.0,1423.4399999999998,1423.44,0.0
2744,1.0,1373.0,219.68,0.0,0.0,1592.68,1592.68,0.0
2745,1.0,288.93,46.23,0.0,0.0,335.16,335.16,0.0
2746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,1.0,928.5,148.56,0.0,0.0,1077.06,1077.06,0.0
2748,1.0,1130.0,180.8,0.0,0.0,1310.8,1310.8,0.0
2749,1.0,109.15,17.46,0.0,0.0,126.61000000000001,126.61,0.0
2750,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0,0.0
2751,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0,0.0
2752,1.0,1900.0,304.0,0.0,0.0,2204.0,2204.0,0.0
2753,1.0,44.0,7.04,0.0,0.0,51.04,51.04,0.0
2754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,1.0,710.0,113.6,0.0,0.0,823.6,823.6,0.0
2758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2761,1.0,10542.48,1686.8,0.0,0.0,12229.279999999999,12229.28,0.0
2762,1.0,11098.45,1775.75,0.0,665.91,12208.29,12208.29,0.0
2763,1.0,1112.07,177.93,0.0,0.0,0.0,1451.05,1451.05
2764,1.0,1112.07,177.93,0.0,0.0,1290.0,1290.0,0.0
2765,1.0,14366.62,2298.66,0.0,862.0,15803.279999999999,15803.28,0.0
2766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,1.0,15000.0,2400.0,0.0,0.0,17400.0,17400.0,0.0
2768,1.0,2755.46,440.89,0.0,0.0,3196.35,3196.35,0.0
2769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2770,1.0,84.07,13.45,0.0,0.0,97.52,97.52,0.0
2771,1.0,290.0,0.0,0.0,0.0,290.0,290.0,0.0
2772,1.0,1733.1,277.31,0.0,0.0,2010.4099999999999,2010.41,0.0
2773,1.0,2780.0,444.8,0.0,0.0,3224.8,3224.8,0.0
2774,1.0,-301.72,-48.28,0.0,0.0,-350.0,-350.0,0.0
2775,1.0,4670.43,25.26,0.0,0.0,4695.6900000000005,4695.69,0.0
2776,1.0,205.6,32.9,0.0,0.0,238.5,238.5,0.0
2777,1.0,19492.02,3118.72,0.0,24.141777845777234,21441.22,21441.22,0.0
2778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,1.0,20568.0,90.88,0.0,0.0,0.0,199.0,199.0
2783,1.0,20568.0,90.88,0.0,0.0,20658.88,20658.88,0.0
2784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,1.0,179.27,28.68,0.0,0.0,207.95000000000002,207.95,0.0
2788,1.0,2429.7998379541914,4480.0,3.4901957241794643,24.141777845777234,26693.32,26693.32,0.0
2789,1.0,179.55,28.73,0.0,0.0,208.28,208.28,0.0
2790,1.0,5200.0,832.0,0.0,0.0,6032.0,6032.0,0.0
2791,1.0,241.86,38.7,0.0,0.0,280.56,280.56,0.0
2792,1.0,144.7,23.15,0.0,0.0,167.85,167.85,0.0
2793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2795,1.0,165.52,26.48,0.0,0.0,192.0,192.0,0.0
2796,1.0,7894.0,1263.04,0.0,0.0,9157.04,9157.04,0.0
2797,1.0,108.0,0.0,0.0,0.0,108.0,108.0,0.0
2798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2801,1.0,15957.120689655172,2553.1393103448277,0.0,0.0,18510.26,18510.26,0.0
2802,1.0,490.0,78.4,0.0,0.0,568.4,568.4,0.0
2803,1.0,315.0,50.4,0.0,0.0,365.4,365.4,0.0
2804,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6,0.0
2805,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3,0.0
2806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,1.0,85.78,13.72,0.0,0.0,99.5,99.5,0.0
2811,1.0,15016.96,600.68,0.0,0.0,15617.64,15617.64,0.0
2812,1.0,259.3,41.49,0.0,0.0,300.79,300.79,0.0
2813,1.0,181.8,29.09,0.0,0.0,210.89000000000001,210.89,0.0
2814,1.0,0.0,0.0,0.0,0.0,0.0,97.8,97.8
2815,1.0,473.28,75.73,0.0,0.0,549.01,549.01,0.0
2816,1.0,2182.4900000000002,349.2,0.0,0.0,2531.69,2531.69,0.0
2817,1.0,674.0,107.84,0.0,0.0,781.84,781.84,0.0
2818,1.0,4306.02,688.96,0.0,0.0,4994.9800000000005,4994.98,0.0
2819,1.0,360.0,57.6,0.0,0.0,417.6,417.6,0.0
2820,1.0,702.0,112.32,0.0,0.0,814.3199999999999,814.32,0.0
2821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2823,1.0,2288.0,366.08,0.0,0.0,2654.08,2654.08,0.0
2824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2827,1.0,56.86,9.1,0.0,0.0,65.96,65.96,0.0
2828,1.0,103.22,16.51,0.0,0.0,119.73,119.73,0.0
2829,1.0,405.16,64.83,0.0,0.0,469.99,469.99,0.0
2830,1.0,160.0,25.6,0.0,0.0,185.6,185.6,0.0
2831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2832,1.0,120.75,19.32,0.0,3.34,136.73,136.73,0.0
2833,1.0,94.83,15.17,0.0,0.0,110.0,110.0,0.0
2834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2835,1.0,11764.07,1882.25,0.0,705.84,12940.48,12940.48,0.0
2836,1.0,444.69,71.15,0.0,0.0,515.84,515.84,0.0
2837,1.0,142.5,22.8,0.0,0.0,165.3,165.3,0.0
2838,1.0,0.0,0.0,0.0,0.0,0.0,1537.1,1537.1
2839,1.0,0.0,0.0,0.0,0.0,0.0,3616.6,3616.6
2840,1.0,0.0,0.0,0.0,0.0,0.0,126.75,126.75
2841,1.0,343.97,55.03,0.0,0.0,399.0,399.0,0.0
2842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,1.0,15417.75,2466.84,0.0,925.07,16959.52,16959.52,0.0
2844,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,0.0
2845,1.0,5000.0,800.0,500.0,533.34,4766.66,4766.66,0.0
2846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,1.0,5700.0,912.0,0.0,0.0,6612.0,6612.0,0.0
2848,1.0,591.68,91.98,0.0,0.0,683.66,683.66,0.0
2849,1.0,1511.85,241.89,0.0,16.02,1737.7199999999998,1737.72,0.0
2850,1.0,103.92,16.63,0.0,0.0,120.55,120.55,0.0
2851,1.0,2200.0,352.0,0.0,0.0,2552.0,2552.0,0.0
2852,1.0,690.0,110.4,0.0,0.0,800.4,800.4,0.0
2853,1.0,394.82,63.17,0.0,0.0,457.99,457.99,0.0
2854,1.0,9600.0,1536.0,0.0,0.0,11136.0,11136.0,0.0
2855,1.0,21286.37,3405.82,0.0,24.141777845777234,23415.01,23415.01,0.0
2856,1.0,1537.92,246.07,0.0,0.0,1783.99,1783.99,0.0
2857,1.0,1586.2099999999998,253.79,0.0,0.0,1839.9999999999998,1840.0,0.0
2858,1.0,338.0,54.08,0.0,0.0,392.08,392.08,0.0
2859,1.0,384.5,61.52,0.0,0.0,446.02,446.02,0.0
2860,1.0,145.5,23.28,0.0,0.0,168.78,168.78,0.0
2861,1.0,2800.0,0.0,0.0,0.0,2800.0,2800.0,0.0
2862,1.0,279.1,44.66,0.0,0.0,323.76,323.76,0.0
2863,1.0,726.42,116.23,0.0,0.0,842.65,842.65,0.0
2864,1.0,116.15,18.58,0.0,0.0,134.73000000000002,134.73,0.0
2865,1.0,1207.46,193.19,0.0,0.0,1400.65,1400.65,0.0
2866,1.0,1210.4,193.66,0.0,0.0,1404.0600000000002,1404.06,0.0
2867,1.0,0.0,0.0,0.0,0.0,0.0,1009.2,1009.2
2868,1.0,0.0,0.0,0.0,0.0,0.0,2411.8,2411.8
2869,1.0,0.0,0.0,0.0,0.0,0.0,-229.0,-229.0
2870,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,1.0,2560.0,409.6,0.0,0.0,2969.6,2969.6,0.0
2872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,1.0,865.57,134.43,0.0,0.0,1000.0,1000.0,0.0
2875,1.0,4449.6,711.94,0.0,0.0,5161.540000000001,5161.54,0.0
2876,1.0,6660.0,1065.6,666.0,710.4,6349.200000000001,6349.2,0.0
2877,1.0,605.98,94.02,0.0,0.0,700.0,700.0,0.0
2878,1.0,928.0,148.48,0.0,0.0,1076.48,1076.48,0.0
2879,1.0,286.34,45.82,0.0,0.0,332.15999999999997,332.16,0.0
2880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,1.0,86.21,13.79,0.0,0.0,100.0,100.0,0.0
2882,1.0,20.7,3.32,0.0,0.0,24.02,24.02,0.0
2883,1.0,6746.46,1079.54,0.0,0.0,7826.0,7826.0,0.0
2884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2885,1.0,317.17,50.75,0.0,0.0,367.92,367.92,0.0
2886,1.0,108.0,0.0,0.0,0.0,108.0,108.0,0.0
2887,1.0,7500.0,1200.0,0.0,0.0,8700.0,8700.0,0.0
2888,1.0,80.72,12.92,0.0,0.0,93.64,93.64,0.0
